Title,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
Fine Foods,"218 Long Lane, London SE1 4QB England",246,#163,+44 20 7403 7513,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",7:30 AM - 10:00 PM
Tattu London,"The Now Building Rooftop, Outernet, Denmark Place, London WC2H 0LA England","1,768",#162,+44 20 3778 1985,$$$$,"[' Chinese', ' Japanese', ' International']",12:00 PM - 12:00 AM
The Caviar Bar,"4 Medici Courtyard Hanover Square, Mayfair, London W1S 1BR England",8,"#6,239",12:00 PM - 10:00 PM,Seafood,"[' Sushi', ' Wine Bar']",12:00 PM - 10:00 PM
The Hayden,"65 Westbourne Grove, London W2 4UJ England",313,#161,+44 20 7229 2233,$$ - $$$,"[' Bar', ' European', ' British']",12:00 PM - 11:00 PM
May Fair Kitchen,"70 Stratton Street The May Fair Hotel, London W1J 8LT England","1,205",#166,+44 20 7915 3892,$$$$,"[' Japanese', ' Vegetarian Friendly', ' Vegan Options']",7:00 AM - 10:30 AM
Home SW15,"146 Upper Richmond Road, London SW15 2SW England",282,#165,+44 20 8780 0592,$$ - $$$,"[' European', ' British', ' Healthy']",10:00 AM - 3:00 PM
Oxbo Bankside,"2-8 Great Suffolk Street, London SE1 0UG England","1,055",#160,+44 20 7593 3900,$$ - $$$,"[' International', ' European', ' British']",6:30 AM - 11:00 AM
Chuan Young Restaurant,"68-70 Southampton Row, London WC1B 4AR England",1,"#11,506",Email,Chinese,[],12:00 PM - 10:00 PM
Osteria Romana,"3-4 Park Close Knightsbridge, London SW1X 7PQ England","1,193",#167,+44 20 7584 5819,$$ - $$$,"[' Italian', ' Romana', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Chojo,"16 Garway Road, London W2 4NH England",370,#169,+44 7498 285072,$$ - $$$,"[' Chinese', ' Healthy', ' Street Food']",6:00 PM - 10:00 PM
Adam & Eve,"81 Petty France Westminster, London SW1H 9EX England",376,#170,+44 20 7222 4575,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 11:00 PM
Grand Cholan,"3 Turnberry Quay Pepper Street, London E14 9RD England",85,#175,+44 20 7515 6888,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
La Roche,"39-40 St Martin's Ln, London WC2N 4ER England",522,"#5,815",+44 20 7240 8076,$$ - $$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
The Bermondsey Bierkeller,"2/4 Tooley Street, London SE1 2SY England",197,#174,+44 20 7403 6333,$$ - $$$,"[' American', ' German', ' Bar']",12:00 PM - 12:00 AM
Llerena. Ibérico Tapas Bar,"167 Upper Street, London N1 1US England",168,#178,+44 20 7704 9977,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",5:30 PM - 11:00 PM
Faros Oxford Circus,"22-24 Great Portland Street, London W1W 8QS England",108,#50,+44 7796 016991,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 11:00 PM
Rossella,"103 Highgate Road Kentish Town, London NW5 1TR England",541,#180,+44 20 7267 9797,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",8:30 AM - 11:00 PM
Amber Restaurant,"21 Piazza Walk Goodman's Fields, London E1 8QH England",330,#181,+44 20 7702 0700,$$ - $$$,"[' Mediterranean', ' Healthy', ' Middle Eastern']",8:00 AM - 10:00 PM
Carlton Lounge,"232-234 Kingsbury Road, London NW9 0BH England",162,"#4,880",+44 20 8205 3112,$$ - $$$,"[' Indian', ' International', ' Asian']",12:00 PM - 12:00 AM
Tanakatsu,"10 Wakley Street, London EC1V 7LT England",161,#184,+44 121 389 4111,$$ - $$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 10:00 PM
Morso Abbey Road,"130 Boundary Road, London NW8 0RH England",490,#186,+44 20 7624 7412,$$ - $$$,"[' Italian', ' Bar', ' Mediterranean']",6:00 PM - 10:00 PM
Darwin Brasserie,"20 Fenchurch Street The Sky Garden, London EC3M 3BY England","7,472",#185,+44 333 772 0020,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",8:00 AM - 12:00 AM
The Five Fields,"8-9 Blacklands Terrace, London SW3 2SP England","1,353",#187,+44 20 7838 1082,$$$$,"[' European', ' British', ' Contemporary']",6:30 PM - 10:00 PM
Benihana Covent Garden,"31 Maiden Ln Covent Garden, London WC2E 7JS England",79,"#2,996",+44 20 7494 2525,$$ - $$$,"[' Japanese', ' Steakhouse', ' Asian']",12:00 PM - 3:00 PM
Rudy's Pizza Napoletana - Spitalfields,"27 Spital Square, London E1 6DX England",80,#188,+44 20 8165 9988,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",12:00 PM - 10:00 PM
Rara,"279 Sandycombe Road, Kew, Richmond-upon-Thames TW9 3LU England",463,#1,+44 20 8332 1020,$$ - $$$,"[' Indian', ' Asian', ' Nepali']",2:00 PM - 10:00 PM
Haweli of Ealing,"127-129 Uxbridge Road West Ealing, Ealing W13 9AU England",702,#1,+44 20 8567 6211,$$ - $$$,"[' Indian', ' Asian', ' Balti']",4:00 PM - 11:30 PM
Cord by Le Cordon Bleu,"85 Fleet Street, London EC4Y 1AE England",25,"#6,968",12:00 PM - 3:00 PM6:00 PM - 10:00 PM,$$$$,"[' International', ' European']",12:00 PM - 3:00 PM
Humble Grape Battersea,"2 Battersea Rise, London SW11 1ED England","1,280",#192,+44 20 3620 2202,$$ - $$$,"[' European', ' British', ' Contemporary']",3:00 PM - 11:00 PM
Terra Rossa - Angel,"139 Upper Street, London N1 1QP England",330,#191,+44 20 7226 2244,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",11:30 AM - 9:45 PM
Hayat Paddington,"6 Spring St. Paddington, London W2 3RA England",67,#195,+44 20 7402 7265,$,"[' Cafe', ' Mediterranean', ' British']",8:00 AM - 11:00 PM
Oysteria,"Oysteria, 40 Bank Street Unit 1, London E145NR England",98,#193,+44 20 8176 0900,$$ - $$$,"[' Bar', ' Seafood', ' Mediterranean']",11:30 AM - 10:30 PM
Coqfighter Kings Cross,"3 Caledonian Road, London N1 9Dx England",5,"#14,291","There aren't enough food, service, value or atmosphere ratings for Coqfighter Kings Cross yet. Be one of the first to write a review!",$$ - $$$,[' American'],12:00 PM - 10:00 PM
Filika Restaurant,"62 High Street Wanstead Wanstead, London E11 2RJ England",382,#196,+44 20 8530 1333,$$ - $$$,"[' Seafood', ' International', ' Mediterranean']",12:00 PM - 11:00 PM
Flat Iron Kings Cross,"47-51 Caledonian Road Kings Cross, London N1 9BU England",252,#203,+ Add phone number,$$ - $$$,"[' Steakhouse', ' British', ' Gluten Free Options']",12:00 PM - 10:30 PM
Bife,"40-42 Middlesex Street, London E1 7EX England",150,#197,+44 20 7650 7948,$$ - $$$,"[' Steakhouse', ' Barbecue', ' Argentinean']",12:00 PM - 9:00 PM
FIGO Leyton,"264 High Rd Leyton, London E10 5PW England",259,#189,+44 20 8075 9899,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",8:00 AM - 11:00 PM
Cappadocia Cafe & Bistro,"293 Gray's Inn Road Holborn, Kings Cross, London WC1X 8QF England",558,#201,20 7278 8025,$,"[' Cafe', ' European', ' British']",7:00 AM - 4:30 PM
Chet's,"65 Shepherd's Bush Grn, London W12 8QE England",153,#202,+44 20 3540 3150,$$ - $$$,"[' American', ' Asian', ' Thai']",7:00 AM - 12:00 AM
Anglo,"30 St. Cross Street, London EC1N 8UH England",261,#205,+44 20 7430 1503,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",5:45 PM - 11:00 PM
Anjanaas,"57-59 Willesden Lane Kilburn, London NW6 7RL England",551,#206,+44 20 7624 1713,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Turtle Bay Brixton,"382-384 Brixton Road, London SW9 7AW England","2,189",#199,+44 20 7737 2264,$$ - $$$,"[' Caribbean', ' Bar', ' Jamaican']",12:00 PM - 12:00 AM
Hakata Ramen + Bar,"177 Bermondsey Street, London SE1 3UW England",68,"#4,329",+44 20 7234 0244,$$ - $$$,"[' Japanese', ' Asian', ' Vegan Options']",12:00 PM - 3:00 PM
Core by Clare Smyth,"92 Kensington Park Rd Notting Hill, London W11 2PN England","1,028",#207,+44 20 3937 5086,$$$$,"[' French', ' European', ' British']",12:00 PM - 2:15 PM
Bengal Tiger,"108-110 Old Street, Shoreditch 2 Minutes Walk From Old Street Station 5 Minutes From Barbican 5 Minutes From Moorgate 10 Minutes From Liverpool Street Station 3 Minutes From Shoreditch, London EC1V 9BD England",146,#204,+44 20 7248 6361,$$ - $$$,"[' Indian', ' International', ' Asian']",11:30 AM - 11:30 PM
Young's Peking Restaurant,"329 Harrow Road, Wembley HA9 6BA England",628,#3,+44 20 8902 2836,$$ - $$$,"[' Chinese', ' Asian', ' Cantonese']",6:00 PM - 9:00 PM
Medlar,"438 Kings Road, London SW10 0LJ England","1,089",#211,+44 20 7349 1900,$$$$,"[' French', ' European', ' British']",12:00 PM - 3:00 PM
Angus Steakhouse Leicester Square,"20 Cranbourn St Leicester Square, London WC2H 7AD England","2,077",#213,+44 20 7836 3782,$$ - $$$,"[' Steakhouse', ' British', ' Gluten Free Options']",10:00 AM - 12:00 AM
Lanes of London,"140 Park Lane, London W1K 7AA England",626,#212,+44 20 7647 5664,$$ - $$$,"[' International', ' British', ' Vegetarian Friendly']",7:00 AM - 10:30 PM
Sheba,"136 Brick Lane, London E1 6RU England",714,"#4,013",+44 20 7247 7824,$$ - $$$,"[' Indian', ' Asian', ' Bangladeshi']",12:00 PM - 11:30 PM
Chez Antoinette Victoria,"22 Palmer Street Off Victoria Street and close to St James Park Station, London SW1H 0PH England",364,#224,+44 20 3990 5377,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",8:00 AM - 10:00 PM
The Pine,"Winchester House 259-269 Old Marylebone Road, London NW1 5RA England",15,"#6,604",+44 20 3556 9960,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Grill']",11:00 AM - 12:00 AM
Mien Tay,"180 Lavender Hill, London SW11 5TQ England",326,"#4,424",+44 20 7350 0721,$,"[' Vietnamese', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
Ye Olde Cherry Tree,"22 The Green Southgate, London N14 6EN England",917,#9,+44 20 8886 1808,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 11:00 PM
Light of India,"67-69 Gloucester Road South Kensington, London SW7 4PG England","1,950",#220,+44 20 7584 7654,$$ - $$$,"[' Indian', ' Grill', ' Healthy']",12:00 PM - 11:00 PM
Tajmahal Indian Cuisine ,"339 Gray's Inn Road Kings cross station, London WC1X 8PX England",183,#223,+44 20 7837 6370,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 12:00 AM
Q Verde,"291 Sandycombe Road Richmond, Kew, Richmond-upon-Thames TW9 3LU England",731,#2,+44 20 8332 2882,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 3:00 PM
Osteria Romana,"3-4 Park Close Knightsbridge, London SW1X 7PQ England","1,193",#167,+44 20 7584 5819,$$ - $$$,"[' Italian', ' Romana', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Awesome Thai #Barnes,"68 Church Road Barnes, London SW13 0DQ England",718,#226,+44 20 8563 7027,$$ - $$$,"[' Asian', ' Thai', ' Vegetarian Friendly']",6:00 PM - 10:45 PM
Town House,"109-113 Queen's Gate The Kensington Hotel, South Kensington, London SW7 5LP England",863,#218,+44 20 7589 6300,$$ - $$$,"[' International', ' British', ' Vegetarian Friendly']",11:00 AM - 9:30 PM
Tokii,"50 Great Cumberland Place Marble Arch, London W1H 7FD England",312,#221,+44 20 7724 0486,$$$$,"[' Japanese', ' Sushi', ' Asian']",6:30 AM - 10:30 AM
Market Halls Oxford Street,"9 Holles Street, London W1G 0BD England",42,"#5,821",+442045801290,$$ - $$$,"[' Mexican', ' Filipino', ' Sushi']",11:00 AM - 11:00 PM
Wiltons,"55 Jermyn Street St James, London SW1Y 6LX England","1,008",#230,+44 20 7629 9955,$$$$,"[' Seafood', ' European', ' British']",12:00 PM - 2:30 PM
Buenos Aires Argentine Steakhouse,"32 Turnham Green Terrace, London W4 1QP England","1,030",#242,+44 20 8747 8772,$$ - $$$,"[' Steakhouse', ' Grill', ' Argentinean']",5:00 PM - 10:00 PM
Frog By Adam Handling,"34-35 Southampton Street Covent Garden, London WC2E 7HG England",735,#232,+44 20 7199 8370,$$$$,"[' European', ' British', ' Contemporary']",12:00 PM - 2:30 PM
Bengal Village - Best of Brick Lane,"75 Brick Lane, London E1 6QL England","2,138",#228,+44 20 7366 4868,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 11:30 PM
The Avocado Show London Mayfair,"6 Princes Street, London W1B 2LG England",89,"#3,543",+44 7594 561103,$$ - $$$,"[' International', ' European', ' Contemporary']",9:00 AM - 8:00 PM
Locale,"3B Belvedere Road County Hall, South Bank, London SE1 7GP England","3,995",#233,+44 20 7401 6734,$$ - $$$,"[' Italian', ' Mediterranean', ' Neapolitan']",12:00 PM - 10:00 PM
Nipa Thai Restaurant,"Lancaster Terrace 1st Flr, Royal Lancaster London Hotel, London W2 2TY England","1,006",#234,+44 20 7551 6000,$$$$,"[' Asian', ' Thai', ' Vegetarian Friendly']",5:00 PM - 10:30 PM
Myrtle Restaurant,"1a Langton Street , United Kingdom, London SW10 0JL England",195,#235,+44 20 7352 2411,$$$$,"[' Irish', ' European', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
Plume Wine Bar,"26 Wellington Street Covent Garden, London WC2E 7DD England",196,#238,+44 20 3948 4900,$$ - $$$,"[' European', ' Contemporary', ' Wine Bar']",12:00 PM - 11:00 PM
Galata Pera,"1 Town Meadow, Brentford, Hounslow TW8 0BQ England",460,#1,+44 20 8560 1798,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",12:00 PM - 11:00 PM
Scully St James's,"4 St. James's Market Corner Carlton and St Alban's St, London SW1Y 4AH England",342,#239,+44 0735 951 9227,International,"[' Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']",12:00 PM - 3:00 PM
Ci Tua!,"140 Portobello Road, W11 2DZ England",218,#1,+44 20 7221 0549,$$ - $$$,"[' Italian', ' Mediterranean', ' Romana']",12:00 PM - 11:00 PM
Grato,"9 Kensington Square, London W8 5EP England",0,$$ - $$$,+ Add website,$$ - $$$,"[' ', ' ', ' ']",5:30 PM - 10:30 PM
Shampan Welling,"8 Falconwood Parade The Green, Welling DA16 2PL England",818,#2,+44 20 8304 9569,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 2:30 PM
,"“Visited today, between me and my boyfriend we ordered the chicken schnitzel b...”“... my lunch break I decided to buy a salad and yoghurt from the bagel bakery...”“... vegan cream cheese and vegan schnitzel which I was really impressed with.”“The tuna salad is my all time fave and the lovely fresh bagel with it!”",0,#245,Phone Not Found,Pricing Not Found,Cuisine Type Not Found,Open Hours Not Found
Scoff And Banter Kensington,"South Kensington, London SW7 5BT England","1,048",#237,+44 20 7666 1891,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",5:00 PM - 10:00 PM
Union Tavern,"52 Lloyd Baker Street, London WC1X 9AA England","1,130",#244,+44 20 7278 0111,$$ - $$$,"[' Bar', ' British', ' Pub']",10:00 AM - 11:00 PM
Jamon Jamon Soho,"3 Caxton Walk, London WC2H 8PW England","1,726",#775,+44 20 7836 6969,$$ - $$$,"[' International', ' Mediterranean', ' European']",12:00 PM - 11:30 PM
Ecco Pizza,"186 Drury Lane, London WC2B 5QD England",157,"#1,873",+44 20 7404 3555,$,"[' Italian', ' Pizza', ' Fast Food']",2:00 AM - 11:30 PM
Humble Grape Islington,"11-13 Theberton Street off Upper Street, London N1 0QY England",417,#248,+44 20 3904 4480,$$ - $$$,"[' European', ' Contemporary', ' Wine Bar']",3:00 PM - 11:00 PM
Salento,"3 Clove Crescent, London E14 2BB England",273,#249,+44 20 7537 2373,$$ - $$$,"[' Italian', ' Bar', ' Pizza']",11:00 AM - 10:00 PM
Vasinikó London,"9 Burleigh Street, London WC2E 7PW England",230,#250,+44 20 7836 8628,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",11:00 AM - 11:00 PM
Pizzería portofino,"10 The Square Richmond, Richmond-upon-Thames TW9 1DZ England",236,#4,+44 20 8940 0875,$,"[' Italian', ' Pizza', ' Cafe']",7:00 AM - 10:00 PM
Blacklock Shoreditch,"28-30 Rivington St, London EC2A 3DZ England",406,#264,+44 20 7739 2148,$$ - $$$,"[' Steakhouse', ' British', ' Gluten Free Options']",1:00 AM - 10:30 PM
Pane Cunzato - Pizza & more,"49 Museum Street, London WC1A 1LY England",709,#501,+44 20 3581 1747,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
Hazara,"44 Belsize Lane, London NW3 5AR England",446,#254,+44 20 7433 1147,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",5:30 PM - 10:30 PM
Beck's cafe,"28 Red Lion Street, London WC1R 4PS England",345,#255,+44 20 7405 8565,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 10:00 PM
Cento Alla Torre,"100 Minories, London EC3N 1AP England",218,#258,+44 20 3972 1600,$$ - $$$,"[' Italian', ' Mediterranean', ' Vegetarian Friendly']",8:00 AM - 10:00 PM
Miller & Carter,"87 Muswell Hill Broadway, London N10 3HA England",770,#262,+44 20 8883 7382,$$ - $$$,"[' Steakhouse', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 11:00 PM
Sam's Riverside,"1 Crisp Walk, London W6 9DN England",333,#261,+44 20 8237 1020,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 2:45 PM
The Coral Room,"16-22 Great Russell Street Bloomsbury, London WC1B 3NN England",390,#263,+44 20 7347 1221,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",10:00 AM - 12:00 AM
Amici London,London W1F 8ZB England,0,Italian,London W1F 8ZB England,Italian,[' Mediterranean'],5:00 PM - 12:00 AM
Sushi Tetsu,"12 Jerusalem Passage, London EC1V 4JP England",228,#265,+44 20 3217 0090,$$$$,"[' Japanese', ' Seafood', ' Sushi']",12:00 PM - 2:00 PM
Augustine Kitchen,"63 Battersea Bridge Road, London SW11 3AU England",328,#266,+44 20 7978 7085,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:00 PM
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
The Blacksmith's Arms,"257 Rotherhithe Street Rotherhithe, London SE16 5EJ England",593,#267,+44 20 7231 8838,$$ - $$$,"[' Bar', ' British', ' Pub']",4:00 PM - 11:00 PM
The India - Best of the City,"21 College Hill Cannon Street, London EC4R 2RP England",568,#268,+44 20 7248 5855,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",11:30 AM - 3:00 PM
The New Inn,"62 St. Marys Road Ealing, London W5 5EX England",317,#11,+44 20 3437 1411,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:00 PM
CERU,"7-9 Bute Street, London SW7 3EY England","1,170",#277,+44 20 3195 3001,$$ - $$$,"[' Mediterranean', ' Fusion', ' Healthy']",12:00 PM - 11:00 PM
Chez Elles Bistroquet,"45 Brick Lane, London E1 6PU England",602,#279,+44 20 7247 9699,$$ - $$$,"[' French', ' European', ' Wine Bar']",5:30 PM - 10:30 PM
Chuan Young Restaurant,"68-70 Southampton Row, London WC1B 4AR England",1,"#11,506",Email,Chinese,[],12:00 PM - 10:00 PM
Kibele Restaurant & Bar,"175-177 Great Portland Street, London W1W 5PJ England",688,#280,+44 20 7436 0600,$$ - $$$,"[' Mediterranean', ' Turkish', ' Middle Eastern']",12:00 PM - 11:00 PM
The Real Greek - Covent Garden,"60 - 62 Long Acre, London WC2E 9JE England","2,130",#269,+44 20 7240 2292,$$ - $$$,"[' Mediterranean', ' Greek', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Little India,"32 Gloucester Road, London SW7 4RB England","2,536",#282,+44 20 7584 3476,$$ - $$$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",3:00 PM - 10:30 PM
Sugar Cane bar,"247-249 Lavender Hill, London SW11 1JW England",322,#284,+44 20 7223 8866,$$ - $$$,"[' Bar', ' International', ' Vegetarian Friendly']",4:00 PM - 11:59 PM
Benihana Covent Garden,"31 Maiden Ln Covent Garden, London WC2E 7JS England",79,"#2,996",+44 20 7494 2525,$$ - $$$,"[' Japanese', ' Steakhouse', ' Asian']",12:00 PM - 3:00 PM
Publiq.,"1D Palace Gate, London W8 5LS England",116,#287,+44 20 3417 6768,$$ - $$$,"[' International', ' Dining bars', ' Vegetarian Friendly']",4:00 PM - 12:00 AM
Jolie Chelsea,"459 Kings Road Chelsea Funhouse, London SW10 0LR England",192,#285,+44 20 8076 9846,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
Browns Brasserie & Bar - West India Quay,"Unit A Dockmasters House 1 Hertsmere Road, London E14 4AY England","1,059",#275,+44 20 7987 9777,$$ - $$$,"[' Bar', ' European', ' British']",9:00 AM - 11:00 PM
Little Wonder Cafe,"48 Hornsey Road, London N7 7BP England",184,#289,+44 20 3602 8239,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 4:00 PM
Le Petit Citron,"98-100 Shepherds Bush Road, London W6 7PD England",195,#290,+44 20 3019 1175,$$ - $$$,"[' French', ' European', ' Grill']",12:00 PM - 3:00 PM
Trinity Restaurant,"4 The Polygon, London SW4 0JG England",770,#291,+44 20 7622 1199,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:15 PM - 2:00 PM
No5 Dining & Lounge,"5 Tottenham Lane, London N8 9DJ England","1,303",#55,+44 20 8341 2112,$$ - $$$,"[' Bar', ' Mediterranean', ' European']",5:00 PM - 1:30 AM
Tea Darling Refreshingly Vintage,"114 Churchfield Road Acton, London W3 6BY England",95,#294,+44 7825 559180,$$ - $$$,"[' Cafe', ' British', ' Vegetarian Friendly']",11:00 AM - 5:00 PM
Larch Restaurant,"1 Sky Garden Walk, London EC3M 8AF England",214,#295,+44 333 772 0020,$$$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 9:30 PM
Fishers Restaurant & Takeaway,"19 Fulham High Street, London SW6 3JH England","1,113",#296,+44 20 7371 5555,$,"[' Seafood', ' British', ' Vegetarian Friendly']",12:00 PM - 10:30 PM
Sapori Cafe' and Restaurant,"60 Horseferry Road, London SW1P 2AF England",378,#297,+44 20 7222 5488,$,"[' Italian', ' Cafe', ' Mediterranean']",6:30 AM - 10:00 PM
Altonapoli Italian Restaurant And Bar,"9-11 Euston Rd King Cross Inn Hotel, London NW1 2SA England",121,#298,8:00 AM - 11:00 PM,$$ - $$$,"[' Italian', ' Vegetarian Friendly']",8:00 AM - 11:00 PM
Richard's Kitchen,"16A Tooting Bec Road, London SW17 8BD England",132,#301,+44 20 8767 0238,$$ - $$$,"[' Cafe', ' European', ' British']",9:00 AM - 3:00 PM
Volare,"167 Bowes Road, London N11 2JA England",132,#302,+44 20 3105 2662,$,"[' Italian', ' Pizza', ' Mediterranean']",4:00 PM - 10:00 PM
The Elgar Room Brasserie,"Kensington Gore, London SW7 2AP England",742,#305,+44 20 7589 8212,$$ - $$$,"[' European', ' British', ' Grill']",5:30 PM - 11:00 PM
Hot Stone Fitzrovia,"3 Windmill Street, London W1T 2HY England",15,"#8,804",+44 20 7419 0305,Japanese,"[' Steakhouse', ' Sushi', ' Asian']",5:00 PM - 9:30 PM
The George on the Strand,"213 Strand Temple, London WC2R 1AP England",769,#303,+44 20 7353 9638,$$ - $$$,"[' Bar', ' European', ' British']",12:00 PM - 11:00 PM
Otto's,"182 Gray's Inn Road, London WC1X 8EW England",455,#300,+44 20 7713 0107,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:15 PM
"Sebastian's Italian, Richmond","12-13 King Street, Richmond-upon-Thames TW9 1ND England",368,#5,+44 20 3745 8282,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
Kirvem,"663 Commercial Road, London E14 7LW England",356,#304,+44 20 7001 1001,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",12:00 PM - 11:00 PM
Café Spice Namasté,"1-2 Lower Dock Walk Royal Albert Wharf, London E16 2GT England","1,454",#306,1:00 PM - 10:00 PM,$$ - $$$,"[' Indian', ' Asian']",1:00 PM - 10:00 PM
Bricklane Brasserie - Best in Brick Lane,"67 Brick Lane, London E1 6QL England","1,208",#308,+44 20 7377 8072,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 12:00 AM
Las Iguanas,"Unit 3 The O2, Peninsula Square, London SE10 0DX England","1,185",#310,+44 20 8159 6764,$$ - $$$,"[' Mexican', ' Brazilian', ' Latin']",12:00 PM - 9:00 PM
All Bar One Wimbledon,"37-39 Wimbledon Hill Road, London SW19 7NA England",406,#311,+44 20 8946 9072,$$ - $$$,"[' Bar', ' International', ' British']",10:00 AM - 11:00 PM
Japes,"22-25 Dean Street, London W1D 3RY England",537,#312,+44 7395 635765,$$ - $$$,"[' Pizza', ' International', ' Vegetarian Friendly']",12:00 PM - 9:30 PM
Pier 1,"11-13 Petersham Road, Richmond-upon-Thames TW10 6UH England",750,#6,+44 20 8332 2778,$$ - $$$,"[' Seafood', ' British', ' Vegetarian Friendly']",11:30 AM - 10:00 PM
Jamon Jamon Camden,"38 Parkway, London NW1 7AH England",498,"#1,690",+44 20 7284 0606,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 11:30 PM
The Albany,"240 Great Portland Street, London W1W 5QU England",417,#313,+44 20 7387 0221,$$ - $$$,"[' Bar', ' International', ' British']",12:00 PM - 12:00 AM
Kings Stores,"14 Widegate Street Spitalfields, London E1 7HP England",350,#13,+44 20 7247 4089,$$ - $$$,"[' Bar', ' British', ' Contemporary']",11:00 AM - 12:00 AM
Palms of Goa,"12 Charlotte Street Opposite to Charlotte Street Hotel, London W1T 2LU England",983,#315,+44 20 7636 1668,$$ - $$$,"[' Indian', ' Asian', ' Healthy']",12:00 PM - 2:45 PM
Randall & Aubin,"14-16 Brewer Street, London W1F 0SQ England","1,681",#307,+44 20 7287 4447,$$ - $$$,"[' French', ' Seafood', ' British']",12:00 PM - 11:45 PM
KöD London,"9A Devonshire Square, London EC2M 4YN England",284,#309,+44 20 4586 5729,$$ - $$$,"[' Steakhouse', ' European', ' Grill']",12:00 PM - 11:00 PM
No5 Dining & Lounge,"5 Tottenham Lane, London N8 9DJ England","1,303",#55,+44 20 8341 2112,$$ - $$$,"[' Bar', ' Mediterranean', ' European']",5:00 PM - 1:30 AM
Smith's,"22 Wapping High Street, London E1W 1NJ England","1,944",#318,+44 20 7488 3456,$$$$,"[' Seafood', ' European', ' British']",12:00 PM - 4:30 PM
About Thyme Restaurant,"82 Wilton Road, London SW1V 1DL England","1,044",#321,+44 20 7821 7504,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 2:30 PM
Lopen Raj Winchmore Hill,"828- 830 Green lanes, London N21 2RT England",19,"#7,227",+44 20 3927 7717,$$ - $$$,"[' Mexican', ' Indian', ' Asian']",2:00 PM - 10:00 PM
